"SEQN","RIDAGEYR","INDFMPIR","DMDEDUC2","DMDMARTL","RIAGENDR","RIDRETH1"
88458,6,2.1,NA,NA,2,1
88459,38,1.23,1,6,1,1
88460,46,4.54,3,1,2,3
88461,27,2.1,5,6,1,5
88462,51,0.49,2,1,2,1
88463,13,0.69,NA,NA,1,3
88464,38,5,5,5,1,4
88465,3,3.13,NA,NA,2,2
88466,5,0.68,NA,NA,1,4
88467,10,0.77,NA,NA,2,2
88468,77,0.43,5,1,1,3
88469,33,4.46,4,3,1,4
88470,11,5,NA,NA,2,1
88471,10,2.99,NA,NA,2,5
88472,27,1.16,4,6,2,1
88473,13,1.49,NA,NA,2,2
88474,2,0.67,NA,NA,1,2
88475,18,NA,NA,NA,1,4
88476,35,5,1,1,2,3
88477,47,2.33,4,1,1,1
88478,4,1.03,NA,NA,1,5
88479,80,1.18,2,3,2,3
88480,22,1.15,4,5,2,5
88481,58,5,5,1,2,3
88482,72,2.61,2,2,2,4
88483,78,NA,1,2,2,5
88484,0,0.71,NA,NA,1,4
88485,40,NA,1,1,2,1
88486,15,1.47,NA,NA,1,2
88487,50,4.98,5,1,2,5
88488,66,1.26,1,1,2,2
88489,22,5,4,6,2,5
88490,16,3.7,NA,NA,2,3
88491,7,2.46,NA,NA,2,5
88492,6,4.61,NA,NA,1,1
88493,15,1.49,NA,NA,2,4
88494,0,1.29,NA,NA,1,3
88495,15,1.23,NA,NA,2,1
88496,37,1.83,4,1,2,3
88497,42,1.44,4,3,2,3
88498,14,0.69,NA,NA,1,1
88499,4,4.22,NA,NA,1,3
88500,14,NA,NA,NA,2,5
88501,31,1.58,4,1,1,2
88502,6,1.73,NA,NA,2,5
88503,48,1.23,2,4,2,4
88504,22,0.66,2,5,2,3
88505,3,2.47,NA,NA,1,5
88506,3,3.91,NA,NA,1,1
88507,32,0.28,1,1,2,2
88508,16,5,NA,NA,2,4
88509,32,0.81,1,1,1,1
88510,6,1.32,NA,NA,2,3
88511,8,1.94,NA,NA,2,2
88512,11,2.47,NA,NA,1,2
88513,80,NA,3,2,2,3
88514,62,1.82,3,1,2,3
88515,54,5,3,6,1,3
88516,71,4.37,5,1,1,5
88517,6,2.55,NA,NA,2,2
88518,56,0.49,3,2,2,1
88519,3,0.74,NA,NA,2,4
88520,7,3.7,NA,NA,1,5
88521,19,1.48,NA,NA,2,2
88522,11,4.63,NA,NA,2,3
88523,0,3.09,NA,NA,1,3
88524,24,1.11,4,1,1,5
88525,33,2.21,2,6,1,4
88526,68,1.7,5,4,2,5
88527,80,1.36,3,2,2,3
88528,30,NA,4,1,2,4
88529,35,0.61,3,1,2,2
88530,49,3.89,3,1,2,3
88531,40,0.69,3,1,2,4
88532,3,4.02,NA,NA,1,4
88533,34,3.95,4,6,2,5
88534,9,0,NA,NA,1,3
88535,13,1.47,NA,NA,2,1
88536,35,1.01,4,1,2,4
88537,45,3.12,2,5,1,4
88538,66,2.64,4,1,2,1
88539,16,0.07,NA,NA,1,4
88540,22,0.53,2,4,2,3
88541,16,2.37,NA,NA,2,3
88542,28,3.98,5,1,2,4
88543,22,0.87,3,5,1,4
88544,67,2.09,3,1,1,3
88545,46,1.79,3,1,1,4
88546,9,1.63,NA,NA,1,1
88547,26,1.15,2,6,1,5
88548,0,1.72,NA,NA,1,3
88549,46,1.54,5,5,1,3
88550,11,0.33,NA,NA,2,4
88551,52,0.7,1,6,1,2
88552,42,5,5,1,2,5
88553,29,5,4,5,2,4
88554,7,0.8,NA,NA,1,1
88555,4,0.81,NA,NA,1,1
88556,80,4.71,5,3,1,3
88557,10,2.14,NA,NA,1,3
88558,3,3.23,NA,NA,2,3
88559,43,5,4,5,1,4
88560,6,1.05,NA,NA,1,3
88561,45,0.87,2,1,1,3
88562,44,4.32,4,1,2,4
88563,13,1.94,NA,NA,1,4
88564,9,2.98,NA,NA,1,3
88565,46,1.09,4,1,2,3
88566,60,1.49,2,1,2,5
88567,11,1.05,NA,NA,2,1
88568,23,0.61,1,1,2,1
88569,11,1.69,NA,NA,2,3
88570,29,5,4,6,2,3
88571,1,0.62,NA,NA,2,1
88572,34,2.11,3,6,2,2
88573,8,0.91,NA,NA,1,5
88574,29,5,5,6,1,3
88575,48,5,4,1,1,3
88576,33,2.57,4,1,1,4
88577,10,0.93,NA,NA,1,5
88578,33,NA,5,6,2,1
88579,1,1.79,NA,NA,2,3
88580,27,0.85,4,6,2,2
88581,13,NA,NA,NA,1,1
88582,19,1.98,NA,NA,1,4
88583,31,1.67,4,1,2,4
88584,57,0.6,3,1,1,4
88585,48,0.63,2,6,1,2
88586,11,NA,NA,NA,2,1
88587,15,0.52,NA,NA,1,2
88588,50,0.02,3,1,2,1
88589,37,3.09,4,1,2,4
88590,45,1.26,1,3,1,2
88591,38,1.65,4,3,2,1
88592,41,5,5,1,1,5
88593,73,5,4,2,2,3
88594,1,5,NA,NA,1,3
88595,2,1.51,NA,NA,2,4
88596,15,5,NA,NA,2,3
88597,0,1.06,NA,NA,2,2
88598,75,1.43,4,2,1,3
88599,80,1.02,4,3,1,3
88600,59,0,4,3,1,5
88601,24,0.6,3,4,2,1
88602,23,2.97,4,5,1,5
88603,1,3.52,NA,NA,2,1
88604,38,0,5,1,1,2
88605,37,2.55,3,1,2,3
88606,66,1.03,4,3,1,3
88607,21,1.65,4,1,2,3
88608,28,0.63,1,5,2,4
88609,67,2.51,4,1,1,1
88610,8,1.34,NA,NA,2,1
88611,19,5,NA,NA,2,1
88612,77,4.43,4,1,1,1
88613,58,NA,4,1,2,1
88614,35,1.19,4,6,2,2
88615,79,2.88,3,2,2,4
88616,4,5,NA,NA,1,3
88617,2,4.28,NA,NA,1,3
88618,27,0.33,2,6,1,4
88619,64,0.84,1,1,2,1
88620,7,NA,NA,NA,2,5
88621,40,0.25,4,3,2,1
88622,48,0.95,3,1,2,5
88623,29,0.31,3,1,2,2
88624,7,5,NA,NA,1,5
88625,33,2.99,4,5,2,4
88626,68,3.82,4,6,2,3
88627,30,1.76,4,1,2,3
88628,68,2.49,1,4,2,1
88629,70,3.16,2,1,2,1
88630,32,5,5,5,1,3
88631,23,1.27,5,5,2,5
88632,42,1.49,5,3,2,4
88633,30,NA,5,1,1,5
88634,59,1.88,2,1,1,3
88635,7,5,NA,NA,1,1
88636,2,0.3,NA,NA,2,5
88637,49,4.88,5,3,1,3
88638,46,NA,3,3,1,4
88639,16,0.34,NA,NA,1,4
88640,58,1.11,2,1,1,5
88641,55,4.34,5,1,2,5
88642,63,1.61,1,2,2,4
88643,33,5,4,1,1,3
88644,17,1.41,NA,NA,2,3
88645,70,1.12,4,1,2,2
88646,56,3.82,4,3,2,3
88647,59,4.04,5,3,2,1
88648,0,0.82,NA,NA,1,1
88649,11,1.76,NA,NA,2,3
88650,80,0.74,1,2,2,5
88651,52,1.65,4,1,2,4
88652,18,NA,NA,NA,2,1
88653,31,5,5,6,2,1
88654,61,1.38,1,1,2,1
88655,41,4.32,4,1,1,4
88656,0,2.06,NA,NA,2,2
88657,62,NA,1,4,2,1
88658,48,4.88,5,5,1,3
88659,63,2.29,5,2,1,4
88660,54,5,4,1,1,3
88661,40,4.12,5,1,1,3
88662,15,1.14,NA,NA,1,1
88663,10,0.4,NA,NA,1,1
88664,51,0.92,1,1,1,5
88665,79,0.68,1,2,2,1
88666,28,2.88,4,1,2,3
88667,42,NA,5,1,1,5
88668,68,0.67,2,5,2,1
88669,7,1.28,NA,NA,2,2
88670,9,2.82,NA,NA,1,3
88671,4,2.85,NA,NA,1,3
88672,3,1.29,NA,NA,1,2
88673,26,2.11,5,1,2,5
88674,27,0.08,2,1,2,4
88675,6,4.22,NA,NA,1,4
88676,80,2.79,1,2,2,4
88677,31,5,4,1,2,1
88678,75,2.61,3,4,1,4
88679,7,2.18,NA,NA,1,3
88680,38,1.92,4,1,2,4
88681,8,2.59,NA,NA,1,2
88682,19,0.74,NA,NA,1,5
88683,6,2.22,NA,NA,2,3
88684,28,2.24,3,5,2,1
88685,15,2.88,NA,NA,1,5
88686,54,1.34,4,3,2,3
88687,3,1.76,NA,NA,1,3
88688,17,2.38,NA,NA,2,4
88689,41,NA,2,1,2,1
88690,7,0.11,NA,NA,1,1
88691,26,2.12,5,6,1,5
88692,71,5,4,1,1,3
88693,7,1.23,NA,NA,1,4
88694,19,1.64,NA,NA,2,5
88695,35,0.37,1,6,1,2
88696,47,5,5,1,2,2
88697,47,3.72,4,6,1,4
88698,1,1.34,NA,NA,1,3
88699,42,0.61,1,1,2,1
88700,21,0.25,3,5,2,1
88701,3,2.47,NA,NA,1,4
88702,20,1.86,3,5,2,3
88703,47,3.55,4,1,2,4
88704,29,0.71,4,5,2,3
88705,8,2.09,NA,NA,2,4
88706,61,4.87,3,6,1,1
88707,23,1.1,2,5,2,4
88708,49,0.68,1,1,2,5
88709,25,5,5,6,2,3
88710,0,0.37,NA,NA,1,2
88711,9,0.31,NA,NA,2,2
88712,0,0.44,NA,NA,1,3
88713,51,5,4,1,2,3
88714,60,5,3,1,1,2
88715,0,1.73,NA,NA,1,4
88716,0,0.02,NA,NA,1,2
88717,34,2.06,5,6,2,3
88718,36,NA,5,1,1,5
88719,61,1.99,1,1,1,1
88720,28,1.49,3,5,2,4
88721,42,1.76,5,1,2,4
88722,80,1.27,2,2,2,3
88723,80,4.53,4,2,2,3
88724,60,NA,2,3,2,4
88725,31,1.02,3,1,1,1
88726,14,3.87,NA,NA,2,5
88727,13,3.68,NA,NA,1,3
88728,52,2.97,4,4,2,1
88729,69,2.02,4,5,2,3
88730,0,5,NA,NA,2,5
88731,50,0.76,4,1,1,2
88732,22,2.61,4,5,1,1
88733,50,NA,4,1,2,4
88734,10,2.46,NA,NA,1,5
88735,1,5,NA,NA,2,4
88736,8,0,NA,NA,1,2
88737,11,1.03,NA,NA,1,1
88738,58,5,5,1,2,4
88739,2,1.23,NA,NA,2,1
88740,66,5,5,3,1,3
88741,55,5,5,1,1,5
88742,24,2.56,3,5,1,3
88743,65,5,5,1,1,5
88744,27,NA,2,6,2,1
88745,11,0.18,NA,NA,2,4
88746,8,0.6,NA,NA,2,5
88747,74,1.26,3,3,2,2
88748,38,2.98,4,5,2,4
88749,3,NA,NA,NA,1,5
88750,4,1.76,NA,NA,2,1
88751,1,NA,NA,NA,1,2
88752,11,NA,NA,NA,1,1
88753,12,2.96,NA,NA,2,3
88754,18,1.05,NA,NA,2,1
88755,37,2.06,4,1,1,1
88756,6,2.26,NA,NA,1,3
88757,54,NA,4,3,2,5
88758,63,0.97,3,5,2,4
88759,80,2.19,4,2,2,3
88760,11,0.82,NA,NA,2,3
88761,58,0.77,4,1,2,4
88762,16,0.59,NA,NA,2,1
88763,27,5,4,6,1,2
88764,69,3.22,5,1,1,5
88765,1,NA,NA,NA,2,3
88766,48,5,5,3,2,5
88767,66,2.12,4,3,2,2
88768,5,0.01,NA,NA,2,4
88769,59,1.82,1,1,1,1
88770,53,5,5,1,1,3
88771,16,5,NA,NA,1,3
88772,18,0.85,NA,NA,2,1
88773,1,5,NA,NA,2,3
88774,0,3.58,NA,NA,2,3
88775,45,1.26,3,4,1,5
88776,42,0.84,1,1,2,1
88777,10,0.4,NA,NA,1,4
88778,11,4.3,NA,NA,1,3
88779,4,0.74,NA,NA,1,4
88780,69,5,3,1,1,4
88781,41,0.82,3,5,1,3
88782,6,2.67,NA,NA,1,3
88783,3,1.02,NA,NA,1,2
88784,10,2.06,NA,NA,1,1
88785,7,0.62,NA,NA,2,4
88786,43,1.19,3,6,2,4
88787,70,4.25,5,5,2,3
88788,3,0.28,NA,NA,2,4
88789,76,NA,5,1,1,4
88790,31,3.72,5,1,2,5
88791,66,4.98,5,1,1,2
88792,19,0.59,NA,NA,1,1
88793,21,NA,4,5,1,4
88794,13,0.99,NA,NA,1,2
88795,30,0.54,2,5,2,1
88796,64,5,4,1,2,3
88797,69,NA,3,1,2,5
88798,43,NA,3,6,2,4
88799,21,1.03,4,5,2,3
88800,8,NA,NA,NA,2,2
88801,18,5,NA,NA,1,1
88802,9,2.48,NA,NA,1,5
88803,32,0.92,4,6,2,4
88804,55,2.73,3,1,1,3
88805,30,5,5,1,1,3
88806,66,4.21,4,5,1,2
88807,1,0.21,NA,NA,1,1
88808,2,1.26,NA,NA,1,5
88809,32,3.54,5,6,1,3
88810,5,0.35,NA,NA,2,1
88811,19,NA,NA,NA,2,5
88812,12,4.94,NA,NA,2,4
88813,0,3.22,NA,NA,1,3
88814,30,2.99,5,1,1,1
88815,6,3.13,NA,NA,2,2
88816,47,1.14,2,1,2,2
88817,3,0.95,NA,NA,2,4
88818,28,3.07,3,1,2,1
88819,5,5,NA,NA,1,3
88820,0,1.55,NA,NA,2,2
88821,0,5,NA,NA,2,3
88822,6,0.75,NA,NA,1,1
88823,68,4.21,3,2,2,3
88824,6,2.06,NA,NA,2,1
88825,9,0.34,NA,NA,2,2
88826,10,4.46,NA,NA,2,5
88827,67,1.93,4,1,1,5
88828,2,1.17,NA,NA,1,2
88829,41,5,5,5,2,5
88830,45,NA,1,3,2,1
88831,9,0.68,NA,NA,1,5
88832,5,3.09,NA,NA,1,3
88833,28,2.89,5,5,2,3
88834,62,1.24,4,3,2,2
88835,28,5,5,5,2,2
88836,70,3.14,3,1,2,3
88837,11,2.89,NA,NA,1,3
88838,67,2.49,4,1,1,4
88839,12,0.49,NA,NA,2,1
88840,20,5,4,5,2,4
88841,38,NA,1,1,1,1
88842,26,5,5,1,2,5
88843,28,1.23,1,6,2,1
88844,0,NA,NA,NA,1,4
88845,62,5,5,3,2,3
88846,32,NA,3,5,1,3
88847,60,5,1,2,2,1
88848,56,5,5,3,2,5
88849,11,1.54,NA,NA,2,2
88850,11,3.52,NA,NA,2,1
88851,54,0,3,3,2,3
88852,8,NA,NA,NA,2,1
88853,3,NA,NA,NA,2,1
88854,51,5,4,1,2,4
88855,64,1.65,1,1,1,1
88856,32,0.9,1,1,1,1
88857,71,NA,5,1,2,4
88858,18,NA,NA,NA,2,4
88859,50,1.27,4,4,1,3
88860,8,2.81,NA,NA,2,3
88861,19,1.14,NA,NA,1,5
88862,51,NA,4,3,2,2
88863,13,1.19,NA,NA,2,2
88864,53,1.77,5,1,1,4
88865,8,1.58,NA,NA,1,1
88866,1,NA,NA,NA,1,2
88867,28,2.88,5,1,2,3
88868,38,0.95,2,5,2,4
88869,14,1.56,NA,NA,1,2
88870,18,0,NA,NA,1,5
88871,61,5,3,1,1,5
88872,2,1.36,NA,NA,1,1
88873,10,0.87,NA,NA,1,1
88874,64,NA,4,1,1,3
88875,60,1.4,3,1,2,3
88876,19,0.49,NA,NA,2,1
88877,53,0.62,1,6,1,2
88878,20,NA,4,5,1,1
88879,32,0.42,3,3,2,4
88880,0,2.47,NA,NA,1,3
88881,54,4.37,4,3,2,4
88882,11,5,NA,NA,1,5
88883,72,5,5,1,1,3
88884,24,2.99,4,5,1,5
88885,54,NA,3,1,1,2
88886,12,2.11,NA,NA,2,2
88887,40,0.21,4,3,1,3
88888,69,2.2,5,1,2,1
88889,4,2.98,NA,NA,1,3
88890,21,1.83,1,1,2,3
88891,36,4.25,4,5,2,5
88892,27,2.23,3,6,2,4
88893,19,0.14,NA,NA,1,4
88894,21,NA,2,5,1,4
88895,73,1.38,1,5,2,2
88896,23,2.53,5,5,1,3
88897,31,4.67,3,5,1,3
88898,30,2.85,3,1,1,3
88899,17,5,NA,NA,1,3
88900,49,3.7,4,1,2,2
88901,33,2.27,4,1,1,3
88902,68,0.84,4,1,1,3
88903,22,4.04,5,6,2,3
88904,3,5,NA,NA,1,5
88905,17,4.34,NA,NA,2,3
88906,29,4.25,4,6,1,1
88907,44,1.55,4,1,2,1
88908,54,1.22,3,1,2,4
88909,0,5,NA,NA,2,3
88910,29,3.62,5,5,2,4
88911,34,2.06,5,1,1,3
88912,27,1.74,3,6,1,4
88913,12,3.05,NA,NA,1,2
88914,25,1.56,5,1,1,3
88915,37,0.57,3,1,1,1
88916,70,0.8,4,3,2,4
88917,5,0.82,NA,NA,1,4
88918,18,NA,NA,NA,2,4
88919,68,NA,4,3,2,5
88920,33,5,5,1,2,5
88921,1,1.08,NA,NA,2,3
88922,8,4.66,NA,NA,2,5
88923,0,5,NA,NA,1,3
88924,34,0,5,5,1,5
88925,69,5,4,6,1,1
88926,70,5,5,1,1,3
88927,50,0.18,1,4,1,5
88928,15,3.52,NA,NA,1,5
88929,12,NA,NA,NA,1,4
88930,24,1.37,5,6,1,3
88931,4,0.99,NA,NA,1,5
88932,38,1.18,4,1,2,2
88933,41,2.47,4,1,2,4
88934,80,5,5,1,1,3
88935,80,4.08,3,1,1,3
88936,0,3.41,NA,NA,1,2
88937,48,3.29,4,1,2,4
88938,53,2.48,3,1,2,2
88939,6,3.3,NA,NA,1,4
88940,31,5,5,1,1,2
88941,13,1.58,NA,NA,2,1
88942,57,2.97,3,3,1,3
88943,43,1.24,1,1,1,1
88944,20,3.55,4,5,2,4
88945,30,1.69,4,1,1,3
88946,15,4.12,NA,NA,1,3
88947,66,0.81,4,1,2,5
88948,2,3.22,NA,NA,1,3
88949,38,4.04,5,1,2,2
88950,43,5,5,1,2,5
88951,20,5,4,5,2,3
88952,60,NA,5,1,1,3
88953,7,1.24,NA,NA,2,4
88954,9,5,NA,NA,2,3
88955,13,2.82,NA,NA,1,4
88956,43,0.43,2,1,1,3
88957,41,4.98,4,1,2,1
88958,1,4.36,NA,NA,1,3
88959,12,1.09,NA,NA,1,4
88960,53,1.19,4,3,1,4
88961,54,0.85,2,1,1,4
88962,8,3.79,NA,NA,1,2
88963,1,0.86,NA,NA,2,3
88964,19,1.98,NA,NA,2,5
88965,22,3.92,4,5,1,5
88966,8,2.22,NA,NA,1,3
88967,6,5,NA,NA,1,2
88968,36,2.99,5,1,1,1
88969,2,2.06,NA,NA,1,4
88970,23,5,5,5,2,5
88971,11,0.72,NA,NA,2,1
88972,10,4.22,NA,NA,2,5
88973,0,5,NA,NA,2,1
88974,22,2.74,4,1,1,2
88975,5,NA,NA,NA,2,4
88976,46,0.92,5,6,2,5
88977,0,0.21,NA,NA,1,1
88978,7,0.98,NA,NA,1,3
88979,51,5,5,1,2,3
88980,10,3.01,NA,NA,1,2
88981,35,NA,3,5,1,3
88982,59,5,5,1,2,3
88983,29,2.75,2,1,1,1
88984,58,0.95,1,1,2,1
88985,44,5,5,1,1,5
88986,22,1.6,5,5,2,2
88987,0,2.24,NA,NA,2,5
88988,7,0.46,NA,NA,2,1
88989,4,1.09,NA,NA,1,3
88990,52,0.84,2,6,2,3
88991,65,3.48,4,2,2,3
88992,27,4.28,5,1,2,3
88993,8,3.87,NA,NA,1,1
88994,32,0.92,3,1,1,1
88995,1,0.95,NA,NA,1,1
88996,33,3.74,4,3,1,5
88997,11,3.15,NA,NA,1,3
88998,17,NA,NA,NA,1,4
88999,16,1.55,NA,NA,2,1
89000,69,2.2,4,5,2,4
89001,16,0.74,NA,NA,1,4
89002,6,5,NA,NA,2,3
89003,52,3.64,4,1,1,3
89004,0,1.5,NA,NA,2,1
89005,43,1.76,2,1,1,5
89006,50,1.03,2,1,1,5
89007,2,5,NA,NA,1,5
89008,16,3.51,NA,NA,2,3
89009,71,1.07,3,2,2,3
89010,14,1.32,NA,NA,1,1
89011,2,1.65,NA,NA,1,2
89012,24,0.93,4,5,2,3
89013,54,5,4,1,2,2
89014,51,NA,5,1,2,4
89015,80,5,4,2,1,2
89016,7,0.99,NA,NA,1,4
89017,1,1.98,NA,NA,2,5
89018,2,2.98,NA,NA,2,3
89019,36,1.68,3,6,1,1
89020,57,4.7,4,6,2,3
89021,12,0.86,NA,NA,2,3
89022,76,1.38,1,1,1,1
89023,10,5,NA,NA,1,5
89024,1,0.65,NA,NA,1,1
89025,48,0,1,5,2,5
89026,36,5,5,1,2,5
89027,14,1.61,NA,NA,1,4
89028,54,2.24,4,1,2,2
89029,12,1.05,NA,NA,1,1
89030,9,4.22,NA,NA,2,5
89031,41,3.92,4,1,2,5
89032,9,3.3,NA,NA,1,2
89033,3,NA,NA,NA,2,1
89034,69,2.39,3,1,2,3
89035,80,NA,2,1,1,1
89036,46,2.39,5,1,2,3
89037,11,1.05,NA,NA,1,2
89038,25,2.23,4,5,2,3
89039,7,0.83,NA,NA,1,4
89040,45,NA,3,1,1,4
89041,48,2.76,3,2,2,3
89042,20,0,3,5,1,5
89043,49,4.73,4,1,1,3
89044,30,5,5,1,1,3
89045,19,0.07,NA,NA,1,4
89046,1,0.52,NA,NA,2,4
89047,37,2.97,4,5,1,4
89048,6,0.77,NA,NA,2,4
89049,11,5,NA,NA,1,5
89050,14,1.69,NA,NA,1,3
89051,80,2.38,4,1,2,5
89052,72,0.57,4,3,2,2
89053,11,5,NA,NA,1,3
89054,49,NA,1,1,1,4
89055,5,NA,NA,NA,2,2
89056,17,0.12,NA,NA,1,1
89057,2,1.74,NA,NA,1,5
89058,73,2.81,4,3,2,3
89059,13,1.19,NA,NA,1,2
89060,1,NA,NA,NA,1,2
89061,2,5,NA,NA,1,3
89062,15,5,NA,NA,2,3
89063,24,3.54,3,5,1,3
89064,72,1.32,4,2,2,3
89065,4,1.07,NA,NA,1,4
89066,12,1.23,NA,NA,1,2
89067,34,1.32,3,1,1,3
89068,59,3.09,1,1,2,1
89069,63,NA,5,1,2,5
89070,63,1.59,1,1,1,1
89071,17,0.75,NA,NA,1,4
89072,39,1.25,1,5,2,1
89073,61,0.88,4,3,2,4
89074,19,1.47,NA,NA,2,2
89075,70,1.14,3,3,1,3
89076,37,1.73,4,6,2,3
89077,53,1.79,2,5,1,4
89078,4,1.76,NA,NA,2,3
89079,75,NA,4,1,1,3
89080,34,NA,4,1,2,3
89081,43,0,3,5,1,4
89082,15,5,NA,NA,1,5
89083,46,3.17,4,1,2,3
89084,67,0.75,1,1,2,2
89085,17,1.54,NA,NA,2,5
89086,17,2,NA,NA,2,1
89087,41,2.26,3,1,1,4
89088,36,NA,3,1,1,2
89089,7,1.13,NA,NA,2,1
89090,56,5,5,5,2,3
89091,70,0.71,4,3,1,4
89092,13,NA,NA,NA,2,1
89093,57,0,2,6,2,3
89094,1,NA,NA,NA,1,1
89095,54,2.48,4,1,1,2
89096,80,0.87,1,1,2,4
89097,71,1.52,4,3,2,5
89098,0,5,NA,NA,2,2
89099,59,2.93,3,4,1,4
89100,4,NA,NA,NA,1,2
89101,4,1.23,NA,NA,1,4
89102,60,0.6,2,1,1,2
89103,64,2.23,1,1,1,1
89104,43,NA,4,1,2,5
89105,16,0.84,NA,NA,2,2
89106,44,3.52,5,1,2,4
89107,69,1.53,4,5,2,5
89108,28,5,5,1,1,3
89109,14,1.77,NA,NA,1,4
89110,6,2.02,NA,NA,1,5
89111,27,2.97,5,1,2,3
89112,8,0.49,NA,NA,1,4
89113,4,2.06,NA,NA,1,1
89114,10,2.64,NA,NA,2,2
89115,50,4.25,3,3,2,2
89116,22,0.87,3,5,1,4
89117,10,5,NA,NA,1,3
89118,7,0.63,NA,NA,1,1
89119,26,5,5,6,1,3
89120,47,0.02,1,6,2,2
89121,3,0.82,NA,NA,2,4
89122,58,1.96,2,1,2,2
89123,29,0.87,3,2,1,3
89124,39,1.62,3,3,1,3
89125,1,0.7,NA,NA,1,5
89126,28,3.72,4,6,1,3
89127,35,1.69,4,5,1,3
89128,28,NA,5,1,2,5
89129,78,NA,4,2,2,3
89130,50,5,4,3,1,2
89131,51,0.95,3,1,1,1
89132,0,0.41,NA,NA,2,1
89133,5,5,NA,NA,2,4
89134,37,2.67,4,1,1,3
89135,2,1.84,NA,NA,1,3
89136,2,0.41,NA,NA,1,4
89137,60,5,4,1,1,3
89138,27,2.64,3,1,1,1
89139,11,1.73,NA,NA,2,3
89140,4,0.87,NA,NA,1,1
89141,45,2.7,4,1,1,3
89142,0,1.34,NA,NA,2,5
89143,7,0.92,NA,NA,2,2
89144,75,4.71,3,1,1,3
89145,11,0.74,NA,NA,1,3
89146,42,1.65,4,3,2,2
89147,0,0.31,NA,NA,2,2
89148,3,0.18,NA,NA,1,4
89149,66,1,3,1,1,1
89150,2,1.03,NA,NA,1,5
89151,6,NA,NA,NA,2,2
89152,20,0.59,5,5,2,1
89153,61,2.39,4,1,2,5
89154,1,0.46,NA,NA,2,1
89155,14,NA,NA,NA,2,2
89156,62,NA,2,1,2,1
89157,61,NA,2,5,1,4
89158,55,NA,3,6,1,3
89159,18,0.02,NA,NA,1,1
89160,35,1.36,3,5,2,3
89161,74,0.67,2,3,2,4
89162,51,1.41,3,1,1,1
89163,3,2.5,NA,NA,2,4
89164,56,2.58,5,1,2,5
89165,72,NA,3,1,2,4
89166,47,5,4,1,1,3
89167,38,1.32,2,5,1,1
89168,56,1.01,3,6,2,4
89169,44,1.07,2,1,1,1
89170,17,0.8,NA,NA,2,1
89171,70,1.47,3,2,2,3
89172,32,1.17,4,1,1,3
89173,63,5,5,1,1,4
89174,30,3.25,5,3,2,5
89175,44,4.52,1,1,2,1
89176,16,5,NA,NA,2,3
89177,62,5,5,1,1,3
89178,21,0.93,3,5,1,4
89179,1,1,NA,NA,2,3
89180,32,4.61,3,1,1,2
89181,58,5,5,1,1,5
89182,55,2.11,1,6,2,5
89183,24,0.77,4,1,2,1
89184,66,1.26,5,1,1,2
89185,24,4.61,5,5,1,3
89186,80,NA,2,1,1,3
89187,12,1.41,NA,NA,2,4
89188,70,2.5,3,3,2,2
89189,48,3.45,4,4,2,4
89190,47,1.77,4,1,1,4
89191,6,2.15,NA,NA,2,3
89192,44,1.47,3,1,1,2
89193,0,0.59,NA,NA,1,1
89194,49,5,3,4,1,3
89195,12,NA,NA,NA,1,3
89196,2,NA,NA,NA,2,1
89197,47,4.12,4,1,2,5
89198,8,3.51,NA,NA,1,3
89199,5,0.92,NA,NA,2,2
89200,31,2.57,5,1,2,4
89201,50,3.25,3,1,1,3
89202,5,1.91,NA,NA,1,3
89203,76,3.68,3,4,1,3
89204,45,1.78,3,1,1,1
89205,7,1.23,NA,NA,1,1
89206,26,1.89,4,6,2,4
89207,18,0.3,NA,NA,1,1
89208,57,0.87,4,6,1,4
89209,2,2.06,NA,NA,1,3
89210,4,1.87,NA,NA,2,5
89211,29,3.81,3,6,2,3
89212,7,NA,NA,NA,2,3
89213,1,2.88,NA,NA,2,3
89214,51,1.03,4,2,1,5
89215,19,1.38,NA,NA,2,2
89216,70,3.25,3,2,2,5
89217,17,1.44,NA,NA,2,3
89218,29,1.14,4,6,2,4
89219,0,1.48,NA,NA,1,3
89220,1,1.52,NA,NA,1,3
89221,30,0.33,2,6,1,1
89222,53,1.3,3,3,2,1
89223,43,3.22,4,1,2,3
89224,18,1.96,NA,NA,1,5
89225,61,0.43,1,4,2,2
89226,1,3.7,NA,NA,1,5
89227,33,1.73,1,4,2,2
89228,32,2.99,4,1,2,3
89229,15,2.49,NA,NA,2,4
89230,31,2.22,4,1,2,3
89231,70,3.75,5,1,2,2
89232,76,0.67,4,3,1,3
89233,31,2.06,3,6,2,3
89234,22,NA,3,5,1,5
89235,10,1.65,NA,NA,1,1
89236,3,2.53,NA,NA,2,5
89237,78,1.35,2,5,1,3
89238,8,0.45,NA,NA,2,4
89239,24,1.25,5,5,1,4
89240,0,5,NA,NA,1,4
89241,44,5,5,2,2,4
89242,1,3.87,NA,NA,2,3
89243,49,3.72,5,6,2,4
89244,49,4.04,5,1,1,3
89245,5,1.48,NA,NA,1,2
89246,0,1.65,NA,NA,2,4
89247,7,0.18,NA,NA,1,4
89248,80,3.39,3,1,2,3
89249,57,5,5,1,2,3
89250,56,5,4,1,2,4
89251,9,3.47,NA,NA,2,1
89252,1,0,NA,NA,2,3
89253,54,1.34,4,3,2,4
89254,0,2.99,NA,NA,1,5
89255,55,0.88,3,2,2,1
89256,35,3.73,4,3,1,5
